NU_SO_EC;CNPJ;RAZAO_SOCIAL;NOME_FANTASIA;ENDEREÇO;COMPLEMENTO_ENDERECO;CIDADE;UF;CEP;DDD_01;FONE_01;FONE_02;PROPRIETARIO_01;MCC;DESCRICAO_MCC;VISITA SOLICITADA EM;address.postal_code;address.type;address.full_name;address.number;address.complement;address.reference;address.district;address.city;address.state;address.country
1009113728;2.540.602.000.167;NUTRI LEAL REFEICOES LTDA ME;NUTRI LEAL;R MARTIM AFONSO 214;JD PIRATININGA;OSASCO;SP;6233130;11;36560241;36542892;JEFFERSON MACHADO DA SILVA;5812;Restaurantes;17/06/2019 - SOFIE;6233130;;R MARTIM AFONSO 214;;JD PIRATININGA;;;OSASCO;SP;BRASIL
1009215865;425.547.000.139;CONV E PAD SANTO ANTONIO LTDA ME;CONV E PAD STO ANTONIO;AV JAGUARIBE 351;JAGUARIBE;OSASCO;SP;6050020;11;979570824;979570824;AILTON JUAREZ O DE CARVALHO;5462;Padarias;17/06/2019 - SOFIE;6050020;;AV JAGUARIBE 351;;JAGUARIBE;;;OSASCO;SP;BRASIL
1009274543;5.952.991.000.126;MERCADO E ACOUGUE DIA DIA ME;MERCADO ACOUG DIA DIA;AV CRUZEIRO DO SUL 1763;ROCHDALE;OSASCO;SP;6226008;11;36023340;36038679;ANTONIO DJACIR ABRANTE SAR;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6226008;;AV CRUZEIRO DO SUL 1763;;ROCHDALE;;;OSASCO;SP;BRASIL
1009527778;5.871.419.000.132;MINIMERCADO VITORIA LTDA ME;MERCADO BELMONTE;R GILBERTO DE ALCANTARA PAULINO 10;JARDIM BELMONTE NOVO OSASCO;OSASCO;SP;6045380;11;35918184;0;MANOEL APARECIDO DE SOUZA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6045380;;R GILBERTO DE ALCANTARA PAULINO 10;;JARDIM BELMONTE NOVO OSASCO;;;OSASCO;SP;BRASIL
1056009494;574.057.000.102;IND COM DOCES S KI GOTOSO LT ME;KI GOSTOSO;3 MARIO MILANE 17;VILA CAMPESINA;OSASCO;SP;6028250;11;981925878;981925878;WALMIR BALDINI PACHECO;5814;Lanchonete;17/06/2019 - SOFIE;6028250;;3 MARIO MILANE 17;;VILA CAMPESINA;;;OSASCO;SP;BRASIL
1009708810;59.353.300.000.105;CS DE MASSAS BONA APETITO LT ME;BONA APETITO;AV ANTONIO CARLOS COSTA 151;JARDIM BELA VISTA;OSASCO;SP;6053010;11;36826904;47298108;ELIDE REGINA VICENTE GODOI;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6053010;;AV ANTONIO CARLOS COSTA 151;;JARDIM BELA VISTA;;;OSASCO;SP;BRASIL
1009851826;5.990.581.000.170;EDSON CICERO CHAGAS DOS STOS ME;CASA DE CARNES BARONES;AV JOAO VENTURA DOS SANTOS 2113;JD BARONESA;OSASCO;SP;6263100;11;35995313;0;EDSON CICERO CHAGAS DOS SANTOS;5422;Comidas Congeladas;17/06/2019 - SOFIE;6263100;;AV JOAO VENTURA DOS SANTOS 2113;;JD BARONESA;;;OSASCO;SP;BRASIL
1009920933;3.093.187.000.103;PANIFICADORA DOM AUGUSTO LTDA ME;PANF DOM AUGUSTO;AV DOS AUTONOMISTAS 6250;QUITAUNA KM 18;OSASCO;SP;6194060;11;36084608;0;ANDERSON LUCIMAR PEREIRA;5462;Padarias;17/06/2019 - SOFIE;6194060;;AV DOS AUTONOMISTAS 6250;;QUITAUNA KM 18;;;OSASCO;SP;BRASIL
1009921000;1.145.456.000.102;J E C ROTISSERIE E REST LTDA ME;PALADAR;R 27 DE JANEIRO 175;JARDIM NOVO OSASCO;OSASCO;SP;6045000;11;36054421;995913036;AMADA ANTUNES;5812;Restaurantes;17/06/2019 - SOFIE;6045000;;R 27 DE JANEIRO 175;;JARDIM NOVO OSASCO;;;OSASCO;SP;BRASIL
1009929787;52.995.453.000.107;SUPERMERCADO E PADARIA TOKIO LTD;SUPERM E PAD TOKIO;AV JOSE BARBOSA DE SIQUEIRA 5;D JD PADROEIRA;OSASCO;SP;6172000;11;36096985;95084744;HELIO MATHIAS;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6172000;;AV JOSE BARBOSA DE SIQUEIRA 5;;D JD PADROEIRA;;;OSASCO;SP;BRASIL
1009984915;5.622.985.000.100;MERCADO KIM S OSASCO LTDA;MERCADO KIM S OSASCO;AV MARECHAL EDGAR DE OLIVEIRA 757;VL QUITAUNA;OSASCO;SP;6186010;11;36073713;0;PAULINA KIM;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6186010;;AV MARECHAL EDGAR DE OLIVEIRA 757;;VL QUITAUNA;;;OSASCO;SP;BRASIL
1010027376;44.314.326.000.169;PAD E CONF RAINHA DO MUTINGA LTD;RAINHA DO MUTINGA;AV DAS ESMERALDAS 576;JARDIM MUTINGA;OSASCO;SP;6286010;11;36865612;36876552;PAULO ROGERIO DE M PACHECO;5462;Padarias;17/06/2019 - SOFIE;6286010;;AV DAS ESMERALDAS 576;;JARDIM MUTINGA;;;OSASCO;SP;BRASIL
1010093581;62.961.131.000.192;CASA DE CARNES LM LTDA ME;CASA DE CARNES LM;R GENERAL NEWTON ESTILAC LEAL 1400;PESTANA;OSASCO;SP;6180000;11;36084096;0;MESSIAS BARBOSA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6180000;;R GENERAL NEWTON ESTILAC LEAL 1400;;PESTANA;;;OSASCO;SP;BRASIL
1010097552;6.078.520.000.101;MERCEARIA E ACOUGUE G E E LT ME;MERC E ACOUGUE G E E;AV JOAO DE ANDRADE 547;STO ANTONIO SANTO ANTONIO;OSASCO;SP;6132000;11;36552351;0;ELIONE CONCEICAO DA S OLIVEIRA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6132000;;AV JOAO DE ANDRADE 547;;STO ANTONIO SANTO ANTONIO;;;OSASCO;SP;BRASIL
1010175286;2.611.231.000.167;TACINI PANIFICADORA LTDA ME;TACINI PANIFICADORA;R ANHANGUERA 523;PIRATININGA;OSASCO;SP;6230110;11;36854258;975878583;DOUGLAS TACINI CARVALHO;5462;Padarias;17/06/2019 - SOFIE;6230110;;R ANHANGUERA 523;;PIRATININGA;;;OSASCO;SP;BRASIL
1010187926;68.190.073.000.127;BAR E MERCEARIA JAVAL LTDA ME;BAR JAVAL;R TICO TICO 100;VL AYROSA;OSASCO;SP;6283060;11;36030961;77439562;ODAIL ISAIAS SANTOS;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6283060;;R TICO TICO 100;;VL AYROSA;;;OSASCO;SP;BRASIL
1010324273;5.903.443.000.106;AL MARTINEZ PINTO ME;SAN MARTINEZ;AV JOSE LOPEZ LAZARO 386;PRESIDENTE ALTINO;OSASCO;SP;6210030;11;36993644;34455350;ANDRE LUIZ MARTINEZ PINTOR;5462;Padarias;17/06/2019 - SOFIE;6210030;;AV JOSE LOPEZ LAZARO 386;;PRESIDENTE ALTINO;;;OSASCO;SP;BRASIL
1010335585;6.230.525.000.108;ARIEL I BARB CONV LTDA ME;BRASILEIRA PAES E DOCE;R DAS PALMEIRAS 2;VELOSO;OSASCO;SP;6144200;11;35916022;36929841;LIBERATO PIO R BISCIONI;5462;Padarias;17/06/2019 - SOFIE;6144200;;R DAS PALMEIRAS 2;;VELOSO;;;OSASCO;SP;BRASIL
1010431630;96.387.162.000.101;FRANCISCO CORDEIRO DE SOUZA ME;LANCHONETE SO ALEGRIA;R CLARA NUNES 530;JARDIM BARONESA;OSASCO;SP;6266040;11;996401921;36022155;FRANCISCO CORDEIRO DE SOUZA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6266040;;R CLARA NUNES 530;;JARDIM BARONESA;;;OSASCO;SP;BRASIL
1010486710;54.766.787.000.126;PAES E DOCES DIPLOMATA LTDA;DIPLOMATA;R PAULA RODRIGUES 50;ANTIGO 200 JARDIM PIRATININGA;OSASCO;SP;6233030;11;36866311;0;ROBSON BARBOSA PIRES RAMOS;5462;Padarias;17/06/2019 - SOFIE;6233030;;R PAULA RODRIGUES 50;;ANTIGO 200 JARDIM PIRATININGA;;;OSASCO;SP;BRASIL
1010503720;54.757.729.000.136;PAES E DOCES SALEME LTDA;PAES E DOCES SALEME;AV JOAO DE ANDRADE 1644;JARDIM SANTO ANTONIO;OSASCO;SP;6132006;11;985193715;11111111;JANDIRA NUNES JACINTO;5462;Padarias;17/06/2019 - SOFIE;6132006;;AV JOAO DE ANDRADE 1644;;JARDIM SANTO ANTONIO;;;OSASCO;SP;BRASIL
1010515362;96.396.932.000.174;LISTORTI PIZZARIA E ROTI LT ME;PIZZARIA LISTORTI;AV PRESTES MAIA 201;JD D ABRIL JARDIM D ABRIL;OSASCO;SP;6040010;11;36056565;971888008;LUIS ROBERTO FANTUCCI;5814;Lanchonete;17/06/2019 - SOFIE;6040010;;AV PRESTES MAIA 201;;JD D ABRIL JARDIM D ABRIL;;;OSASCO;SP;BRASIL
1010522431;6.327.794.000.189;RILDO FERREIRA SALGADO MINIMERC;MINIMERCADO SALGADO FO;R DR RUBENS REBOUCAS DE CARVALH;155 VILA PORTAL D OESTE;OSASCO;SP;6263210;11;36023641;77484532;RILDO FERREIRA SALGADO;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6263210;;R DR RUBENS REBOUCAS DE CARVALHO;;155 VILA PORTAL D OESTE;;;OSASCO;SP;BRASIL
1010625397;5.688.824.000.110;COM DE GENEROS ALIM MEDINA LT ME;EMPORIO DO NORTE MEDINA;AV JOAO DE ANDRADE 1480;JARDIM SANTO ANTONIO;OSASCO;SP;6132004;11;36941495;983230298;LEOMARCOS COSTA MEDINA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6132004;;AV JOAO DE ANDRADE 1480;;JARDIM SANTO ANTONIO;;;OSASCO;SP;BRASIL
1010939090;4.591.503.000.130;PADARIA NOVA ANALICE LTDA;PADARIA NOVA ANALICE;R DIRCE CHRISTENSEN 20;VILA NOVA OSASCO BELA VISTA;OSASCO;SP;6060070;11;36540544;96054692;CRISTIANE PAPP MORENO;5462;Padarias;17/06/2019 - SOFIE;6060070;;R DIRCE CHRISTENSEN 20;;VILA NOVA OSASCO BELA VISTA;;;OSASCO;SP;BRASIL
1010994287;45.646.395.000.132;PADARIA E CONFEITARIA N JD LTDA;PADARIA NOVA JARDIM;AV JOSE BARBOSA DE SIQUEIRA 21;JD PADROEIRA;OSASCO;SP;6172000;11;36944626;0;JAIME LUIS FAVRETTO;5462;Padarias;17/06/2019 - SOFIE;6172000;;AV JOSE BARBOSA DE SIQUEIRA 21;;JD PADROEIRA;;;OSASCO;SP;BRASIL
1011078349;2.773.795.000.104;ENITO DA SILVA ABADE OSASCO ME;RESTAURANTE E PIZZARIA ABADE;AV GETULIO VARGAS 983;PIRATININGA;OSASCO;SP;6233020;11;36024137;49104073;ENITO DA SILVA ABADE;5812;Restaurantes;17/06/2019 - SOFIE;6233020;;AV GETULIO VARGAS 983;;PIRATININGA;;;OSASCO;SP;BRASIL
1011150961;7.113.034.000.131;MERCADO MB LTDA ME;MERCADO MANDIOQUINHA;R.  PEREIRA BARRETO 296;JD.MUNHOZ JUNIOR;OSASCO;SP;6240120;11;947794349;78603951;JOSE FERNANDES DOS SANTOS SILVA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6240120;;R.  PEREIRA BARRETO 296;;JD. MUNHOZ JUNIOR;;;OSASCO;SP;BRASIL
1011544161;61.984.191.000.168;VANDERLEI FRANSCISCO DE LIMA ME;M LIMA;AV NOVO OSASCO 1069;JD NOVO OSASCO BUSSOCABA;OSASCO;SP;6056010;11;36942190;76680999;VANDERLEI FRANCISCO DE LIMA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6056010;;AV NOVO OSASCO 1069;;JD NOVO OSASCO BUSSOCABA;;;OSASCO;SP;BRASIL
1011550765;3.770.725.000.157;DELICIA DO MUTINGA PAES E D LTDA;DELICIAS DO MUTINGA;AV PRESIDENTE MEDICI 2317;JARDIM MUTINGA VILA MENK;OSASCO;SP;6273000;11;36035082;35993993;GERALDO ANTONIO TEIXEIRA;5462;Padarias;17/06/2019 - SOFIE;6273000;;AV PRESIDENTE MEDICI 2317;;JARDIM MUTINGA VILA MENK;;;OSASCO;SP;BRASIL
1011587952;68.977.107.000.128;PANIFICADORA LIRIO D OURO LTDA;PANIFICADORA LIRIO DE OURO;AV YARA 232;VL YARA VILA YARA;OSASCO;SP;6028100;11;969722813;969722813;ARMANDO MOREIRA DE MACEDO;5462;Padarias;17/06/2019 - SOFIE;6028100;;AV YARA 232;;VL YARA VILA YARA;;;OSASCO;SP;BRASIL
1011596781;4.732.887.000.163;PADARIA E CONFEITARIA GIROTTO LT;ZE DA PAIA;AV JOSE LOPEZ LAZARO 99;PRES ALTINO PRESIDENTE ALTINO;OSASCO;SP;6210030;11;36832057;34323638;JOSE R GIROTTO;5462;Padarias;17/06/2019 - SOFIE;6210030;;AV JOSE LOPEZ LAZARO 99;;PRES ALTINO PRESIDENTE ALTINO;;;OSASCO;SP;BRASIL
1011610580;96.209.168.000.180;AVICOLA E ROTISSERIA MIEKO LTDA;ROTISSERIA MIEKO;R ERASMO BRAGA 131;PRESIDENTE ALTINO;OSASCO;SP;6213000;11;36822483;36851980;ERICA NAEMI HASHIMOTO;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6213000;;R ERASMO BRAGA 131;;PRESIDENTE ALTINO;;;OSASCO;SP;BRASIL
1011616464;1.055.996.000.103;K LON DELICATESSEN REFEICOES LTD;K LON DELICATESSEN;R ANANIAS DE ALMEIDA 377;QUITAUNA;OSASCO;SP;6186190;11;36088370;0;JOSE CARLOS ROCHA DE ARAUJO;5812;Restaurantes;17/06/2019 - SOFIE;6186190;;R ANANIAS DE ALMEIDA 377;;QUITAUNA;;;OSASCO;SP;BRASIL
1011650999;8.144.910.000.150;PEDRO F NETO LJ CONVENIENCIAS ME;BANCA BITELLI;R AURORA SOARES BARBOSA 779;VILA CAMPESINA;OSASCO;SP;6023010;11;971879676;36822383;PEDRO FERREIRA NETO;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6023010;;R AURORA SOARES BARBOSA 779;;VILA CAMPESINA;;;OSASCO;SP;BRASIL
1011656210;8.162.421.000.120;YIHIA ASSAF EMPORIO ME;ASSAF EMPORIO ARABE;AV COMANDANTE SAMPAIO 163;KM DEZOITO KM 18;OSASCO;SP;6192010;11;36543444;71612184;YIHIA ASSAF;5451;Laticínios;17/06/2019 - SOFIE;6192010;;AV COMANDANTE SAMPAIO 163;;KM DEZOITO KM 18;;;OSASCO;SP;BRASIL
1011656237;7.588.024.000.152;MARIA D BATISTA BOMBONIERI ME;ESTACAO DOCES;R DA ESTACAO 29;CENTRO;OSASCO;SP;6093080;11;36816499;85446472;MARIA DOLOROSA BATISTA;5441;Docerias e Confeitarias;17/06/2019 - SOFIE;6093080;;R DA ESTACAO 29;;CENTRO;;;OSASCO;SP;BRASIL
1011679776;7.334.124.000.152;MARCIO MODESTO COSTA LANCH ME;BIG PRENSADOS;AV BENEDITO ALVES TURIBIO 679;PADROEIRA;OSASCO;SP;6160002;11;36918518;35920153;MARCIO MODESTO COSTA;5814;Lanchonete;17/06/2019 - SOFIE;6160002;;AV BENEDITO ALVES TURIBIO 679;;PADROEIRA;;;OSASCO;SP;BRASIL
1011700333;8.215.443.000.101;ME COMERCIO DE ALIMENTOS LTDA ME;LA VILLA;R ARMENIA 400;PRESIDENTE ALTINO;OSASCO;SP;6210135;11;36883230;964145743;EUZEBIO MARTINEZ PINTOR;5462;Padarias;17/06/2019 - SOFIE;6210135;;R ARMENIA 400;;PRESIDENTE ALTINO;;;OSASCO;SP;BRASIL
1011733851;73.097.255.000.198;MINI PAES E DOCES TONR LTDA ME;MINI PAES E DOCES TONI;PC HIRAKU YAMATO 75;ROCHDALE;OSASCO;SP;6223055;11;36865677;77156253;ROGERIO MARCIO ZIROLDO;5462;Padarias;17/06/2019 - SOFIE;6223055;;PC HIRAKU YAMATO 75;;ROCHDALE;;;OSASCO;SP;BRASIL
1011904389;8.495.819.000.189;VALDECI MATOS DOS SANTOS ME;CASA CARNES SANT MARIA;AV AYRTON SENNA 248;JARD STA MARIA SANTA MARIA;OSASCO;SP;6149201;11;35914533;971781562;VALDECI MATOS DOS SANTOS;5422;Comidas Congeladas;17/06/2019 - SOFIE;6149201;;AV AYRTON SENNA 248;;JARD STA MARIA SANTA MARIA;;;OSASCO;SP;BRASIL
1012027748;6.202.334.000.124;LORINALDO SEVERINO DA SILVA ME;LORINALDO SEVERINO DA SILVA ME;AV PRESTES MAIA 990;JD D ABRIL JARDIM D ABRIL;OSASCO;SP;6040004;11;36094511;960230201;LORINALDO SEVERINO DA SILVA;5462;Padarias;17/06/2019 - SOFIE;6040004;;AV PRESTES MAIA 990;;JD D ABRIL JARDIM D ABRIL;;;OSASCO;SP;BRASIL
1089263721;1.515.690.000.184;CASA DE CARNES GOOD NELORI LTDA;GARROTE NEGRO;R.  FIRMINO MARTINS 10;METALURGICOS;OSASCO;SP;6150185;11;36090973;11111111;MANUEL MARQUES PONTES;5422;Comidas Congeladas;17/06/2019 - SOFIE;6150185;;R.  FIRMINO MARTINS 10;;METALURGICOS;;;OSASCO;SP;BRASIL
1012168023;5.988.495.000.122;LOJA DE CONVENIENCIA E PAES PAO;PAO E COMPANHIA;R JOICHI YAMAJI 238;CONJUNTO DOS METALURGICOS;OSASCO;SP;6150260;11;36091595;78189457;FABIANO CARVALHO DE OLIVEIRA;5462;Padarias;17/06/2019 - SOFIE;6150260;;R JOICHI YAMAJI 238;;CONJUNTO DOS METALURGICOS;;;OSASCO;SP;BRASIL
1012226481;48.592.687.000.128;EMILIO OKAMOTO ME;GRANJAS BETEI;AV PRESTES MAIA 303;JD D ABRIL JARDIM D ABRIL;OSASCO;SP;6040010;11;36096911;36098870;EMILIO OKAMOTO;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6040010;;AV PRESTES MAIA 303;;JD D ABRIL JARDIM D ABRIL;;;OSASCO;SP;BRASIL
1012327180;74.556.507.000.162;GIULIA PAES E DOCES LTDA;GIULIA PAES E DOCES;AV DOS AUTONOMISTAS 7210;KM 21 18 KM 18;OSASCO;SP;6194060;11;36084138;36084138;JULIO CESAR ALONSO GIMENES;5462;Padarias;17/06/2019 - SOFIE;6194060;;AV DOS AUTONOMISTAS 7210;;KM 21 18 KM 18;;;OSASCO;SP;BRASIL
1012327547;322.496.000.110;ILHA DO SOL PAES E DOCES LTDA;ILHA DO SOL;R AGOSTINHO NAVARRO 114;CONCEICAO;OSASCO;SP;6140052;11;36923170;36923170;ARLINDO DE FREITAS PEREIRA;5462;Padarias;17/06/2019 - SOFIE;6140052;;R AGOSTINHO NAVARRO 114;;CONCEICAO;;;OSASCO;SP;BRASIL
1082924650;6.894.188.000.145;CASA DE CARNES ABRANTE LTDA ME;CASA DE CARNES ABRANTE;AV CRUZEIRO DO SUL 1240;ROCHDALE;OSASCO;SP;6226008;11;78766712;36865336;ANGELICA LIMA ABRANTE;5422;Comidas Congeladas;17/06/2019 - SOFIE;6226008;;AV CRUZEIRO DO SUL 1240;;ROCHDALE;;;OSASCO;SP;BRASIL
1012376335;6.894.188.000.145;CASA DE CARNES ABRANTE LTDA ME;CASA DE CARNES ABRANTE;AV CRUZEIRO DO SUL 1240;ROCHDALE;OSASCO;SP;6226008;11;78766712;36865336;ANGELICA LIMA ABRANTE;5422;Comidas Congeladas;17/06/2019 - SOFIE;6226008;;AV CRUZEIRO DO SUL 1240;;ROCHDALE;;;OSASCO;SP;BRASIL
1012452228;44.317.063.000.141;PADARIA E CONF PADRAO LTDA;PADARIA E CONF PADRAO;AV FUAD AUADA 216;CJ HERVI PRES ALTINO BONFIM;OSASCO;SP;6216000;11;36840601;996205864;ANTONIO MARCOS DA SILVA;5462;Padarias;17/06/2019 - SOFIE;6216000;;AV FUAD AUADA 216;;CJ HERVI PRES ALTINO BONFIM;;;OSASCO;SP;BRASIL
1012578272;69.035.939.000.198;NILFRAN COM DE FRIOS ROTISSERIE;NILFRAN;R MOACIR SALLES D AVILA 776;JD D AVILA VILA MENK;OSASCO;SP;6288020;11;36017255;36011849;FRANCINETE DOS SANTOS PEREIRA;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6288020;;R MOACIR SALLES D AVILA 776;;JD D AVILA VILA MENK;;;OSASCO;SP;BRASIL
1012614082;7.328.763.000.105;COM CARNES QUALITY GARCIAS LT EP;QUALITY BOI;AV FLORA 1032;JAGUARIBE BUSSOCABA;OSASCO;SP;6053130;11;36928960;36551191;CRISTIANE GOMES PEREIRA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6053130;;AV FLORA 1032;;JAGUARIBE BUSSOCABA;;;OSASCO;SP;BRASIL
1012671590;47.361.183.000.134;CASA DE CARNES VENCEDORA LTDA EP;CASA DE CARNES VENCEDORA;AV JOSE LOPEZ LAZARO 241;PRES ALTINO PRESIDENTE ALTINO;OSASCO;SP;6210030;11;36818108;0;ANTONIO ABAD SANCHEZ;5422;Comidas Congeladas;17/06/2019 - SOFIE;6210030;;AV JOSE LOPEZ LAZARO 241;;PRES ALTINO PRESIDENTE ALTINO;;;OSASCO;SP;BRASIL
1012700485;7.324.683.000.181;FLAVIO DE SOUZA MIRANDA ME;CASA DE CARNES BOI BRA;R HELENA MARIA FERREIRA MUNHOZ;450 JARDIM HELENA MARIA;OSASCO;SP;6253010;11;35994780;0;FLAVIO DE SOUSA MIRANDA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6253010;;R HELENA MARIA FERREIRA MUNHOZ;;450 JARDIM HELENA MARIA;;;OSASCO;SP;BRASIL
1012853141;44.326.221.000.120;BAR E EMPORIO MENDES DE OSASCO L;MENDES DE OSASCO;R DOUTOR ALBERTO SCHWEITZER 329;JARDIM ESTER UMUARAMA;OSASCO;SP;6036030;11;36852948;99887714;MARIA ADELINA DE S MENDES;5813;Bares / Discotecas / Casas Noturnas;17/06/2019 - SOFIE;6036030;;R DOUTOR ALBERTO SCHWEITZER 329;;JARDIM ESTER UMUARAMA;;;OSASCO;SP;BRASIL
1012917174;3.779.407.000.157;FRANCISCA LUCIA SOUZA L DA SILVA;PAO MANIA;R ESPEDITO IZIDIO ANDRADE 30;CJ DOS MESTACAOLURGICOS METALURGICOS;OSASCO;SP;6150270;11;36095914;73273658;FRANCISCA LUCIA SOUZA L DA SILVA;5462;Padarias;17/06/2019 - SOFIE;6150270;;R ESPEDITO IZIDIO ANDRADE 30;;CJ DOS MESTACAOLURGICOS METALURGICOS;;;OSASCO;SP;BRASIL
1012946603;7.474.610.000.176;PADARIA CONFEITARIA E CONVENIE;REQUINTE DE OSASCO;R CLOTILDE GALESI 25;VILA OSASCO;OSASCO;SP;6083090;11;36833474;975447920;OSAVALDO RODRIGUES PORTILHO;5462;Padarias;17/06/2019 - SOFIE;6083090;;R CLOTILDE GALESI 25;;VILA OSASCO;;;OSASCO;SP;BRASIL
1013188206;46.599.601.000.163;PANIFICADORA AYROSA LTDA;PANIF AIROSA;R JOSE ANACLETO DA SILVA 3;VILA AYROSA;OSASCO;SP;6283110;11;35991284;36219795;ERMINIA LOPES ALONSO LOURENZO;5462;Padarias;17/06/2019 - SOFIE;6283110;;R JOSE ANACLETO DA SILVA 3;;VILA AYROSA;;;OSASCO;SP;BRASIL
1013953875;3.438.091.000.130;CASTELINHO PAES E DOCES LTDA;CASTELINHO PAES DOCES;AV CRUZEIRO DO SUL 1797;ROCHDALE;OSASCO;SP;6226008;11;36035380;63464854;DONZILIA LUIZ PEREZ;5462;Padarias;17/06/2019 - SOFIE;6226008;;AV CRUZEIRO DO SUL 1797;;ROCHDALE;;;OSASCO;SP;BRASIL
1014016433;73.071.144.000.102;PAO E DOCES IMPERIAL LTDA;PAO E DOCES IMPERIAL;R NARCISO STURLINI 344;CENTRO;OSASCO;SP;6018090;11;36854191;36812385;CELIO FURLANETO;5462;Padarias;17/06/2019 - SOFIE;6018090;;R NARCISO STURLINI 344;;CENTRO;;;OSASCO;SP;BRASIL
1075420757;73.071.144.000.102;PAO E DOCES IMPERIAL LTDA;PAO E DOCES IMPERIAL;RUA NARCISO STURLINI 344;CENTRO;OSASCO;SP;6018090;11;36854191;36812385;CELIO FURLANETO;5462;Padarias;17/06/2019 - SOFIE;6018090;;RUA NARCISO STURLINI 344;;CENTRO;;;OSASCO;SP;BRASIL
1014068468;879.372.000.130;ANGELICA DE OLIVEIRA SILVA PEIXA;PEIXARIA SIMONEIDE;PC 21 DE DEZEMBRO BOX 1;/2 CENTRO;OSASCO;SP;6097080;11;36824425;35915348;ANGELICA DE OLIVEIRA SILVA;5422;Comidas Congeladas;17/06/2019 - SOFIE;6097080;;PC 21 DE DEZEMBRO BOX 1;;/2 CENTRO;;;OSASCO;SP;BRASIL
1014100086;618.825.000.174;NELMA MORAES DE AZEVEDO ME;PANIFICADORA PAO BOM;AV BENEDITO ALVES TURIBIO 435;JARDIM TURIBIO PADROEIRA;OSASCO;SP;6160000;11;35926502;46241255;NELMA MORAES DE AZEVEDO;5462;Padarias;17/06/2019 - SOFIE;6160000;;AV BENEDITO ALVES TURIBIO 435;;JARDIM TURIBIO PADROEIRA;;;OSASCO;SP;BRASIL
1014223510;61.021.598.000.190;PANIFICADORA AJURICABA LTDA;NOVA AJURICABA;AV DOS REMEDIOS 1005;VILA DOS REMEDIOS;OSASCO;SP;6298006;11;997977428;36560502;CARLOS GONCALVES;5462;Padarias;17/06/2019 - SOFIE;6298006;;AV DOS REMEDIOS 1005;;VILA DOS REMEDIOS;;;OSASCO;SP;BRASIL
1014331592;431.235.000.138;MAURICIO TADEU SOARES DE TEVES M;MAURICIO TADEU;R DEPUTADO EMILIO CARLOS 355;AP 163 TORRE A VILA CAMPESINA;OSASCO;SP;6028010;11;36041925;71209768;MAURICIO TADEU SOARES DE TEVES M;5499;Miscelâneas - Conveniência / Delicatessens;17/06/2019 - SOFIE;6028010;;R DEPUTADO EMILIO CARLOS 355;;AP 163 TORRE A VILA CAMPESINA;;;OSASCO;SP;BRASIL
1014530048;7.935.434.000.122;RENAN RODRIGUES PEDROSO ME;IMPERIO DOS PRATOS;AV DOUTOR MARTIN LUTHER KING 230;SB LJ UMUARAMA;OSASCO;SP;6030000;11;36859383;71306784;RENAN RODRIGUES PEDROSO;5812;Restaurantes;17/06/2019 - SOFIE;6030000;;AV DOUTOR MARTIN LUTHER KING 230;;SB LJ UMUARAMA;;;OSASCO;SP;BRASIL
1015048320;45.312.048.000.173;PANIFICADORA FLOR DA BARONEZA LT;PADARIA CAROL;R DORIVAL SEABRA 588;LJ 3 BARONESA;OSASCO;SP;6266110;11;36861916;75211687;CLAUDIO DE MIRANDA FREITAS;5462;Padarias;17/06/2019 - SOFIE;6266110;;R DORIVAL SEABRA 588;;LJ 3 BARONESA;;;OSASCO;SP;BRASIL
1015165041;5.702.232.000.105;ANDRE MOREIRA DE ANDRADE MERCEAR;CASA NORDESTINA;R ANANIAS DE ALMEIDA 276;VILA QUITAUNA;OSASCO;SP;6186190;11;36950293;983750952;ANDRE MOREIRA DE ANDRADE;5411;Mercearias e Supermercados;17/06/2019 - SOFIE;6186190;;R ANANIAS DE ALMEIDA 276;;VILA QUITAUNA;;;OSASCO;SP;BRASIL
